tip_names	date
hCoV-19_USA_NJ-CDC-ASC210010679	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210009458	2021-03-17
hCoV-19_USA_NJ-PHEL-P21-13319	2021-04-03
hCoV-19_USA_NJ-CDC-IBX255453203240	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_22_00N04	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_29_00M23	2021-03-25
hCoV-19_USA_NY-Wadsworth-21028840-01	2021-03-01
hCoV-19_USA_NJ-CDC-ASC210040821	2021-04-01
hCoV-19_USA_NY-Wadsworth-21028700-01	2021-01-14
hCoV-19_USA_NJ-CDC-ASC210008059	2021-03-16
hCoV-19_USA_NJ-PHEL-21-8169	2021-03-08
hCoV-19_USA_NY-Wadsworth-21032509-01	2021-03-12
hCoV-19_USA_NY-NYCPHL-002793	2021-01-25
hCoV-19_USA_NJ-PHEL-P21-6766	2021-02-04
hCoV-19_USA_NJ-CDC-LC0014564	2021-02-09
hCoV-19_USA_IN-CDC-STM-000046648	2021-03-28
hCoV-19_USA_CA-CDC-FG-019005	2021-03-31
hCoV-19_USA_NJ-CDC-ASC210019759	2021-03-25
hCoV-19_USA_AZ-CDC-STM-000046627	2021-03-29
hCoV-19_USA_NY-PRL-2021_03_29_00M13	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210017142	2021-03-22
hCoV-19_USA_NJ-PHEL-21-6353	2021-03-02
hCoV-19_USA_CA-CDC-FG-019323	2021-04-01
hCoV-19_USA_CT-Yale-2835	2021-03-22
hCoV-19_USA_CT-JAX-JAX000511	2021-03-22
hCoV-19_USA_CT-JAX-JAX000541	2021-03-21
hCoV-19_USA_CT-JAX-JAX000295	2021-03-15
hCoV-19_USA_CT-JAX-JAX000587	2021-03-22
hCoV-19_USA_CT-CDC-QDX23354534	2021-03-21
hCoV-19_USA_CT-JAX-JAX000481	2021-03-22
hCoV-19_USA_CT-JAX-JAX000548	2021-03-22
hCoV-19_USA_MT-CDC-IBX205239001735	2021-03-24
hCoV-19_USA_NJ-CDC-LC0036678	2021-03-23
hCoV-19_USA_NJ-CDC-IBX833057650299	2021-03-18
hCoV-19_USA_NJ-CDC-LC0043278	2021-04-08
hCoV-19_USA_NJ-CDC-LC0036210	2021-03-27
hCoV-19_USA_NY-PRL-2021_03_29_04E22	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210010422	2021-03-17
hCoV-19_USA_NJ-CDC-LC0021595	2021-02-24
hCoV-19_USA_NY-PRL-2021_0414_00C11	2021-04-12
hCoV-19_USA_CT-Yale-1789	2021-02-19
hCoV-19_USA_NY-PRL-2021_03_01_00N04	2021-02-26
hCoV-19_USA_NY-NYULH1076	2021-03-26
hCoV-19_USA_CT-CDC-LC0040833	2021-04-07
hCoV-19_USA_CT-CDC-LC0040788	2021-04-09
hCoV-19_USA_NY-PRL-2021_03_23_00M13	2021-03-19
hCoV-19_Germany_HH-RKI-I-023492	2021-02-19
hCoV-19_Germany_HH-HPI-p4841	2021-03-02
hCoV-19_USA_NY-MSHSPSP-PV27687	2021-02-10
hCoV-19_USA_CT-JAX-JAX000529	2021-03-26
hCoV-19_USA_NY-PRL-03_09_02E04	2021-03-07
hCoV-19_USA_NY-PRL-2021_02_08_05F01	2021-02-06
hCoV-19_USA_CT-JAX-JAX000443	2021-03-20
hCoV-19_USA_NY-PRL-2021_02_17_01J16	2021-02-15
hCoV-19_USA_NY-PRL-2021_0413_00D22	2021-04-11
hCoV-19_USA_NY-PRL-2021_0405_00O14	2021-03-31
hCoV-19_USA_NY-PRL-2021_0409_00N02	2021-04-07
hCoV-19_USA_NY-PRL-2021_0405_00E04	2021-03-31
hCoV-19_USA_NY-PRL-2021_0407_00C05	2021-04-06
hCoV-19_USA_GA-CDC-STM-000041133	2021-03-20
hCoV-19_USA_CA-CDC-FG-019372	2021-04-02
hCoV-19_USA_NY-PRL-2021_03_29_03F13	2021-03-25
hCoV-19_USA_CA-CDC-FG-020067	2021-04-07
hCoV-19_USA_NY-PRL-2021_03_15_01N03	2021-03-14
hCoV-19_USA_NY-PRL-2021_0416_00M09	2021-04-14
hCoV-19_USA_NY-PRL-2021_03_11_00N16	2021-03-10
hCoV-19_USA_NY-Wadsworth-21018033-01	2021-01-30
hCoV-19_USA_NJ-CDC-ASC210019591	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210007219	2021-03-14
hCoV-19_USA_NY-PRL-2021_0405_00H07	2021-03-30
hCoV-19_USA_CT-CDC-LC0040938	2021-04-07
hCoV-19_USA_CT-JAX-JAX000619	2021-03-22
hCoV-19_USA_CT-JAX-JAX000733	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_00E09	2021-03-31
hCoV-19_USA_NY-PRL-2021_03_22_01K02	2021-03-19
hCoV-19_USA_CT-Yale-2814	2021-03-20
hCoV-19_USA_CT-Yale-3142	2021-03-25
hCoV-19_USA_CT-Yale-2683	2021-03-17
hCoV-19_USA_CT-Yale-3219	2021-03-26
hCoV-19_USA_CT-Yale-2734	2021-03-20
hCoV-19_USA_CT-Yale-2845	2021-03-20
hCoV-19_USA_CT-CDC-QDX23678227	2021-04-05
hCoV-19_USA_NY-CDC-ASC210019624	2021-03-24
hCoV-19_USA_OH-CDC-ASC210044635	2021-04-03
hCoV-19_USA_NY-PRL-2021_03_12_00M23	2021-03-10
hCoV-19_USA_NY-PRL-2021_03_16_00F10	2021-03-13
hCoV-19_USA_IL-CDC-LC0041515	2021-04-02
hCoV-19_USA_CT-JAX-JAX000282	2021-03-09
hCoV-19_USA_CT-JAX-JAX000140	2021-03-03
hCoV-19_USA_NY-Wadsworth-21023643-01	2021-02-12
hCoV-19_USA_NY-Wadsworth-21023674-01	2021-02-12
hCoV-19_USA_NY-PRL-2021_03_29_02B04	2021-03-27
hCoV-19_USA_CT-CDC-LC0040790	2021-04-06
hCoV-19_USA_NY-PRL-2021_03_15_01D16	2021-03-13
hCoV-19_USA_NY-PRL-2021_02_12_01E02	2021-02-09
hCoV-19_USA_NY-PRL-2021_03_18_00J09	2021-03-15
hCoV-19_USA_NY-PRL-2021_0405_02A09	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_02A10	2021-04-03
hCoV-19_USA_NY-PRL-2021_0415_00C18	2021-04-13
hCoV-19_USA_NY-PRL-2021_0406_00I20	2021-04-04
hCoV-19_USA_NY-CDC-LC0043007	2021-04-07
hCoV-19_USA_NY-PRL-2021_03_29_00O15	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_24_00D15	2021-03-21
hCoV-19_USA_CT-CDC-QDX23354555	2021-03-21
hCoV-19_USA_CT-Yale-3080	2021-03-24
hCoV-19_USA_NY-PRL-2021_0412_00C19	2021-04-09
hCoV-19_USA_NY-PRL-2021_03_29_03N05	2021-03-26
hCoV-19_USA_CT-JAX-JAX000662	2021-03-31
hCoV-19_USA_CT-CDC-ASC210022633	2021-03-26
hCoV-19_USA_CT-Yale-1782	2021-02-15
hCoV-19_USA_NY-PRL-03_09_00O17	2021-03-05
hCoV-19_USA_NY-PRL-2021_03_29_02D12	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036387	2021-03-25
hCoV-19_USA_NY-PRL-2021_0406_00O22	2021-04-05
hCoV-19_USA_NY-PRL-2021_0412_02B03	2021-04-10
hCoV-19_USA_NY-PRL-2021_0412_00F21	2021-04-08
hCoV-19_USA_NY-PRL-2021_0405_01M24	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_02P02	2021-04-02
hCoV-19_USA_NY-CDC-LC0036258	2021-03-26
hCoV-19_USA_NY-21-CoV-1812-VTM1-CKAJ426	2021-03-02
hCoV-19_USA_GA-CDC-STM-000045560	2021-03-29
hCoV-19_USA_NY-NYCPHL-003849	2021-03-12
hCoV-19_USA_CT-CDCBI-CRSP_01349	2021-03-08
hCoV-19_USA_NY-PRL-2021_03_01_01B10	2021-02-26
hCoV-19_USA_NY-PRL-2021_0405_00J08	2021-04-01
hCoV-19_USA_NY-PRL-2021_0405_01H05	2021-04-03
hCoV-19_USA_NY-CDC-LC0037068	2021-03-24
hCoV-19_USA_NY-Wadsworth-21022375-01	2021-02-05
hCoV-19_USA_NY-NYCPHL-003146	2021-02-09
hCoV-19_USA_NJ-CDC-IBX488943918350	2021-03-27
hCoV-19_USA_NJ-CDC-IBX005756282937	2021-03-27
hCoV-19_USA_NJ-PHEL-P21-10637	2021-03-27
hCoV-19_USA_NY-CDC-ASC210013432	2021-03-20
hCoV-19_USA_NJ-CDC-LC0038709	2021-03-31
hCoV-19_USA_NY-NYULH1057	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210024801	2021-03-28
hCoV-19_USA_CT-CDC-ASC210028404	2021-03-30
hCoV-19_USA_NY-CDC-ASC210046521	2021-04-05
hCoV-19_USA_NJ-PHEL-P21-8810	2021-02-20
hCoV-19_USA_NJ-CDC-IBX973404174006	2021-03-27
hCoV-19_USA_NJ-PHEL-21-5837	2021-02-25
hCoV-19_USA_NJ-CDC-2-4058272	2021-03-10
hCoV-19_USA_NY-21-CoV-1680-VTM1-BCFU195	2021-02-24
hCoV-19_USA_NY-PRL-2021_0406_00O08	2021-04-05
hCoV-19_USA_NJ-CDC-IBX610020767941	2021-03-27
hCoV-19_USA_NY-PRL-2021_0405_02L06	2021-04-03
hCoV-19_USA_NY-PRL-2021_03_25_00J01	2021-03-24
hCoV-19_USA_CA-CDC-IBX869239224492	2021-04-01
hCoV-19_USA_NY-PRL-2021_0414_00H19	2021-04-12
hCoV-19_USA_NY-PRL-2021_03_25_00H22	2021-03-24
hCoV-19_USA_CT-Yale-1879	2021-02-22
hCoV-19_USA_CT-Yale-3241	2021-03-27
hCoV-19_USA_CT-Yale-2489	2021-03-12
hCoV-19_USA_CT-Yale-2176	2021-03-09
hCoV-19_USA_CT-Yale-2815	2021-03-19
hCoV-19_USA_CT-JAX-JAX000949	2021-04-09
hCoV-19_USA_CT-Yale-2742	2021-03-20
hCoV-19_USA_CT-JAX-JAX000592	2021-03-24
hCoV-19_USA_CT-Yale-1880	2021-02-22
hCoV-19_USA_CT-Yale-3600	2021-03-29
hCoV-19_USA_CT-Yale-3201	2021-03-27
hCoV-19_USA_CT-CDC-QDX23678334	2021-04-05
hCoV-19_USA_CT-JAX-JAX000872	2021-04-05
hCoV-19_USA_CT-JAX-JAX000909	2021-04-05
hCoV-19_USA_CT-Yale-3089	2021-03-25
hCoV-19_USA_CT-CDC-LC0040287	2021-04-04
hCoV-19_USA_CT-Yale-2716	2021-03-19
hCoV-19_USA_CT-Yale-2730	2021-03-19
hCoV-19_USA_CT-Yale-2731	2021-03-19
hCoV-19_USA_CT-JAX-JAX000834	2021-04-07
hCoV-19_USA_CT-Yale-2468	2021-03-11
hCoV-19_USA_CT-Yale-1458	2021-02-13
hCoV-19_USA_CT-Yale-2749	2021-03-20
hCoV-19_USA_CT-Yale-2757	2021-03-20
hCoV-19_USA_CT-Yale-1778	2021-02-15
hCoV-19_USA_CT-JAX-JAX000105	2021-02-23
hCoV-19_USA_CT-CDC-LC0036638	2021-03-23
hCoV-19_USA_CT-JAX-JAX000484	2021-03-28
hCoV-19_USA_CT-CDC-QDX23205417	2021-03-21
hCoV-19_USA_CT-CDC-QDX23205659	2021-03-21
hCoV-19_USA_CT-Yale-2168	2021-03-09
hCoV-19_USA_CT-CDCBI-CRSP_01382	2021-03-11
hCoV-19_USA_CT-Yale-1273	2021-02-02
hCoV-19_USA_CT-CDC-QDX23206254	2021-03-21
hCoV-19_USA_CT-JAX-JAX000223	2021-03-10
hCoV-19_USA_CT-JAX-JAX000228	2021-03-10
hCoV-19_USA_CT-JAX-J000035	2021-01-25
hCoV-19_USA_CT-Yale-1232	2021-01-29
hCoV-19_USA_CT-JAX-JAX000649	2021-03-31
hCoV-19_USA_CT-JAX-JAX000461	2021-03-24
hCoV-19_USA_CT-Yale-2791	2021-03-21
hCoV-19_USA_CT-Yale-2761	2021-03-20
hCoV-19_USA_CT-Yale-3488	2021-04-05
hCoV-19_USA_CT-Yale-3508	2021-04-05
hCoV-19_USA_CT-Yale-3133	2021-03-27
hCoV-19_USA_CT-JAX-JAX000594	2021-03-23
hCoV-19_USA_CT-CDC-LC0041005	2021-04-07
hCoV-19_USA_CT-Yale-2859	2021-03-21
hCoV-19_USA_CT-Yale-3257	2021-03-27
hCoV-19_USA_CT-Yale-2746	2021-03-19
hCoV-19_USA_CT-Yale-3169	2021-03-26
hCoV-19_USA_CT-JAX-JAX000618	2021-03-23
hCoV-19_USA_CA-CDC-ASC210010775	2021-03-17
hCoV-19_USA_CT-Yale-2162	2021-03-07
hCoV-19_USA_CT-Yale-2180	2021-03-07
hCoV-19_USA_CT-Yale-2294	2021-03-07
hCoV-19_USA_CT-Yale-1230	2021-01-26
hCoV-19_USA_CT-Yale-1455	2021-02-10
hCoV-19_USA_CT-Yale-1549	2021-02-11
hCoV-19_USA_CT-CDC-ASC210017019	2021-03-23
hCoV-19_USA_AZ-TG816893	2021-03-22
hCoV-19_USA_NY-PRL-2021_0412_02O18	2021-04-08
hCoV-19_USA_WI-UW-3906	2021-03-04
hCoV-19_USA_NJ-CDC-IBX379681857266	2021-03-23
hCoV-19_USA_NJ-CDC-LC0033672	2021-03-18
hCoV-19_USA_NY-NYULH654	2021-03-02
hCoV-19_USA_CA-CDC-FG-018921	2021-03-30
hCoV-19_USA_NY-CDC-ASC210018523	2021-03-24
hCoV-19_USA_CT-JAX-JAX000837	2021-04-06
hCoV-19_USA_NJ-CDC-LC0038343	2021-03-31
hCoV-19_USA_NJ-PHEL-P21-11334	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036752	2021-03-23
hCoV-19_USA_NY-PRL-2021_03_15_00A11	2021-03-12
hCoV-19_USA_NJ-CDC-ASC210007742	2021-03-16
hCoV-19_USA_NJ-CDC-ASC210006852	2021-03-13
hCoV-19_USA_NJ-CDC-QDX23572358	2021-04-02
hCoV-19_USA_NJ-CDC-ASC210039145	2021-03-31
hCoV-19_USA_NJ-CDC-LC0035832	2021-03-26
hCoV-19_USA_NY-PRL-2021_0412_00G14	2021-04-09
hCoV-19_USA_NY-PRL-2021_03_15_00G15	2021-03-12
hCoV-19_USA_CT-Yale-2436	2021-03-09
hCoV-19_USA_NY-PRL-03_08_00M02	2021-03-06
hCoV-19_USA_TN-CDC-LC0037656	2021-04-01
hCoV-19_USA_NY-PRL-2021_02_17_00A06	2021-02-14
hCoV-19_USA_NY-Wadsworth-21033246-01	2021-03-12
hCoV-19_USA_NY-CDC-ASC210011897	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_29_04O21	2021-03-26
hCoV-19_USA_NY-PRL-2021_02_12_02B10	2021-02-10
hCoV-19_USA_CT-Yale-2851	2021-03-21
hCoV-19_USA_NJ-PHEL-21-8287	2021-03-24
hCoV-19_USA_NJ-PHEL-21-6336	2021-03-02
hCoV-19_USA_NY-PRL-2021_03_29_04I23	2021-03-25
hCoV-19_USA_NY-PRL-2021_02_26_01J16	2021-02-24
hCoV-19_USA_CT-JAX-JAX000155	2021-02-21
hCoV-19_USA_NC-CDC-STM-000042055	2021-03-21
hCoV-19_USA_NC-CDC-STM-000049074	2021-04-01
hCoV-19_USA_NY-NYCPHL-003282	2021-02-08
hCoV-19_USA_NY-NYCPHL-003286	2021-02-09
hCoV-19_USA_VA-CDC-LC0042998	2021-04-06
hCoV-19_USA_NY-NYCPHL-003507	2021-02-22
hCoV-19_USA_NY-PRL-2021_0408_00A06	2021-04-06
hCoV-19_USA_NY-PRL-2021_0416_00N09	2021-04-14
hCoV-19_USA_NY-PRL-2021_0202_02E05	2021-01-30
hCoV-19_USA_NJ-CDC-ASC210021297	2021-03-26
hCoV-19_USA_FL-CDC-QDX23354646	2021-03-28
hCoV-19_USA_OR-OSPHL00131	2021-03-25
hCoV-19_USA_NY-NYULH576	2021-02-25
hCoV-19_USA_NY-PRL-2021_0407_00E08	2021-04-06
hCoV-19_USA_NJ-CDC-ASC210038971	2021-03-31
hCoV-19_USA_NY-NYCPHL-003775	2021-03-08
hCoV-19_USA_NY-NYULH768	2021-03-07
hCoV-19_USA_NY-PRL-2021_0412_01F01	2021-04-10
hCoV-19_USA_NJ-CDC-ASC210025393	2021-03-27
hCoV-19_USA_NJ-CDC-LC0042374	2021-04-03
hCoV-19_USA_NY-PRL-2021_03_01_01N12	2021-02-27
hCoV-19_USA_NY-CDC-LC0038388	2021-03-29
hCoV-19_USA_NY-CDC-LC0033125	2021-03-18
hCoV-19_USA_IL-CDC-ASC210040656	2021-04-01
hCoV-19_USA_NY-PRL-2021_03_25_00O09	2021-03-24
hCoV-19_USA_NY-PRL-2021_0405_00I07	2021-03-30
hCoV-19_USA_NY-PRL-2021_0408_00K20	2021-04-07
hCoV-19_USA_NY-PRL-2021_0415_00E05	2021-04-14
hCoV-19_USA_NY-CDC-IBX070089753057	2021-03-26
hCoV-19_USA_NY-PRL-03_05_02F04	2021-03-03
hCoV-19_USA_NY-CDC-LC0038500	2021-03-31
hCoV-19_USA_NY-CDC-IBX176410792174	2021-04-03
hCoV-19_USA_NY-NYCPHL-003042	2021-02-03
hCoV-19_USA_NY-PRL-2021_03_11_00G13	2021-03-09
hCoV-19_USA_NY-PRL-03_09_02O23	2021-03-08
hCoV-19_USA_NY-NYCPHL-002846	2021-01-15
hCoV-19_Singapore_409	2021-04-04
hCoV-19_USA_NJ-CDC-LC0042984	2021-04-07
hCoV-19_USA_NY-PRL-2021_03_29_00F15	2021-03-23
hCoV-19_USA_NY-PRL-2021_0412_02H21	2021-04-08
hCoV-19_USA_NY-PRL-2021_03_22_01G01	2021-03-20
hCoV-19_USA_NY-PRL-2021_04_01_00A04	2021-03-29
hCoV-19_USA_NY-PRL-2021_0405_02B07	2021-04-02
hCoV-19_USA_NY-PRL-2021_0412_01M21	2021-04-10
hCoV-19_USA_NJ-CDC-ASC210022465	2021-03-26
hCoV-19_USA_NY-PRL-2021_0405_02C14	2021-04-01
hCoV-19_USA_CT-Yale-2825	2021-03-18
hCoV-19_USA_CT-Yale-3181	2021-03-25
hCoV-19_USA_CT-Yale-2760	2021-03-20
hCoV-19_USA_NY-PRL-2021_04_01_00H11	2021-03-29
hCoV-19_USA_NH-CDC-ASC210039905	2021-03-31
hCoV-19_USA_NY-PRL-2021_03_29_02N03	2021-03-26
hCoV-19_USA_NY-PRL-2021_0405_02O17	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_00K19	2021-03-31
hCoV-19_USA_NJ-CDC-ASC210007760	2021-03-16
hCoV-19_USA_NY-PRL-2021_03_17_00O09	2021-03-15
hCoV-19_Singapore_401	2021-03-29
hCoV-19_USA_CT-Yale-2728	2021-03-20
hCoV-19_USA_NY-PRL-2021_0406_00L05	2021-04-05
hCoV-19_Ireland_G-NVRL-21IRL90753	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_00B18	2021-03-23
hCoV-19_USA_NY-PRL-2021_03_19_00N21	2021-03-18
hCoV-19_USA_NJ-CDC-LC0038731	2021-03-29
hCoV-19_USA_NY-PRL-03_10_00A17	2021-03-08
hCoV-19_Scotland_CAMC-14DE972	2021-04-06
hCoV-19_USA_CA-CDC-FG-019010	2021-03-31
hCoV-19_USA_CA-CDC-FG-019322	2021-04-01
hCoV-19_USA_IA-GMF-B00346	2021-04-03
hCoV-19_USA_MN-CDC-IBX690836924009	2021-03-27
hCoV-19_USA_CA-CDC-LC0034645	2021-03-22
hCoV-19_USA_CT-CDC-ASC210028285	2021-03-30
hCoV-19_USA_CT-JAX-J000042	2021-02-12
hCoV-19_USA_NY-PRL-2021_0409_00D08	2021-04-08
hCoV-19_USA_NY-Wadsworth-21023211-01	2021-02-10
hCoV-19_USA_SC-CDC-2-4080411	2021-03-17
hCoV-19_USA_NY-PRL-2021_0412_00D06	2021-04-07
hCoV-19_USA_NY-MVL051210771	2021-02-20
hCoV-19_USA_CT-Yale-3259	2021-03-26
hCoV-19_USA_CT-CDC-LC0039919	2021-04-05
hCoV-19_USA_PA-CDC-STM-000040940	2021-03-20
hCoV-19_USA_CT-CDC-LC0041256	2021-04-11
hCoV-19_USA_CT-Yale-1978	2021-02-26
hCoV-19_USA_NY-PRL-2021_03_15_00D04	2021-03-11
hCoV-19_USA_OH-CDC-QDX23211184	2021-03-22
hCoV-19_USA_NY-MSHSPSP-PV27056	2021-01-29
hCoV-19_USA_CT-CDC-QDX23206317	2021-03-21
hCoV-19_USA_CT-JAX-JAX000172	2021-03-03
hCoV-19_USA_CT-Yale-2416	2021-03-10
hCoV-19_USA_NY-NYULH953	2021-03-22
hCoV-19_USA_NY-PRL-2021_03_01_01N01	2021-02-27
hCoV-19_Spain_MD-HGUGM-21153621	2021-04-04
hCoV-19_Spain_MD-HGUGM-21161986	2021-04-09
hCoV-19_Ecuador_UEES-11943	2021-03-17
hCoV-19_Ecuador_UEES-12150	2021-03-20
hCoV-19_Chile_RM-64941	2021-03-26
hCoV-19_Spain_MD-HGUGM-21145590	2021-03-28
hCoV-19_USA_NY-PRL-2021_02_26_00C09	2021-02-23
hCoV-19_USA_NY-NYULH1240	2021-04-06
hCoV-19_USA_NY-NYCPHL-004110	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_01_01M14	2021-02-27
hCoV-19_USA_CT-JAX-JAX000272	2021-03-08
hCoV-19_USA_CT-CDC-LC0040526	2021-04-05
hCoV-19_USA_CT-Yale-2783	2021-03-19
hCoV-19_USA_CT-Yale-3176	2021-03-27
hCoV-19_USA_CT-JAX-JAX000612	2021-03-23
hCoV-19_USA_CT-CDC-LC0040470	2021-04-05
hCoV-19_USA_CT-Yale-3173	2021-03-25
hCoV-19_USA_CT-Yale-3209	2021-03-26
hCoV-19_USA_CT-CDC-ASC210038522	2021-03-31
hCoV-19_USA_CT-Yale-2420	2021-03-10
hCoV-19_USA_CT-Yale-2427	2021-03-09
hCoV-19_USA_CT-Yale-1884	2021-02-25
hCoV-19_USA_CT-Yale-2439	2021-03-09
hCoV-19_USA_CT-JAX-JAX000135	2021-03-03
hCoV-19_USA_NY-CDC-LC0036194	2021-03-27
hCoV-19_USA_NY-CDC-ASC210022768	2021-03-27
hCoV-19_USA_CT-JAX-JAX000683	2021-03-31
hCoV-19_USA_CT-JAX-JAX000572	2021-03-24
hCoV-19_USA_CT-JAX-JAX000551	2021-03-24
hCoV-19_USA_CT-CDC-QDX23205407	2021-03-21
hCoV-19_USA_NY-CDC-LC0042823	2021-04-07
hCoV-19_USA_NY-CDC-QDX23572305	2021-04-02
hCoV-19_USA_NJ-CDC-LC0036176	2021-03-25
hCoV-19_USA_NY-CDC-ASC210026981	2021-03-30
hCoV-19_USA_CT-Yale-2769	2021-03-18
hCoV-19_USA_NY-NYULH875	2021-03-13
hCoV-19_Germany_NW-RKI-I-071611	2021-03-23
hCoV-19_USA_NY-PRL-03_10_00H07	2021-03-08
hCoV-19_USA_NY-PRL-2021_03_03_00G11	2021-03-01
hCoV-19_USA_NY-PRL-2021_0405_01N20	2021-04-02
hCoV-19_USA_CA-CDC-FG-012556	2021-03-21
hCoV-19_USA_NY-PRL-2021_03_23_01H21	2021-03-22
hCoV-19_USA_NY-PRL-2021_02_22_00N03	2021-02-20
hCoV-19_USA_NY-PRL-2021_0408_00D09	2021-04-06
hCoV-19_USA_NY-PRL-2021_02_15_01D04	2021-02-13
hCoV-19_USA_CA-CDC-FG-021072	2021-04-12
hCoV-19_USA_NE-CDC-ASC210009933	2021-03-18
hCoV-19_USA_NJ-CDC-LC0034833	2021-03-24
hCoV-19_Mexico_JAL-InDRE_F11515_S844	2021-03-06
hCoV-19_Mexico_JAL_INER_IMSS_00477	2021-03-09
hCoV-19_Mexico_JAL_INER_IMSS_00564	2021-03-21
hCoV-19_USA_TX-CDC-ASC210005641	2021-03-13
hCoV-19_USA_UT-UPHL-2103723687	2021-01-26
hCoV-19_USA_NY-Wadsworth-21029535-01	2021-03-02
hCoV-19_USA_CT-CDC-ASC210046010	2021-04-05
hCoV-19_USA_CT-JAX-JAX000393	2021-03-17
hCoV-19_USA_NJ-CDC-ASC210045994	2021-04-05
hCoV-19_USA_NJ-CDC-ASC210007334	2021-03-14
hCoV-19_USA_NY-PRL-2021_0210_00G03	2021-02-06
hCoV-19_USA_NY-Wadsworth-21029617-01	2021-03-03
hCoV-19_USA_NY-NYCPHL-003601	2021-02-25
hCoV-19_USA_NY-Wadsworth-21011134-01	2021-01-18
hCoV-19_USA_CT-Yale-2958	2021-03-26
hCoV-19_USA_CT-JAX-JAX000394	2021-03-17
hCoV-19_USA_CT-JAX-JAX000425	2021-03-19
hCoV-19_USA_CT-JAX-JAX000705	2021-03-29
hCoV-19_USA_CT-Yale-2195	2021-03-08
hCoV-19_USA_CT-Yale-2572	2021-03-12
hCoV-19_USA_CT-JAX-JAX000103	2021-03-03
hCoV-19_USA_CT-CDC-ASC210016911	2021-03-23
hCoV-19_USA_CT-JAX-JAX000297	2021-03-15
hCoV-19_USA_CT-JAX-JAX000496	2021-03-24
hCoV-19_USA_CT-JAX-JAX000212	2021-03-10
hCoV-19_USA_CT-JAX-JAX000623	2021-03-25
hCoV-19_USA_CT-JAX-JAX000218	2021-03-09
hCoV-19_USA_NJ-CDC-IBX696427258117	2021-03-26
hCoV-19_USA_NJ-CDC-LC0043000	2021-04-07
hCoV-19_USA_NJ-CDC-ASC210011087	2021-03-18
hCoV-19_USA_CT-Yale-3121	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036796	2021-03-22
hCoV-19_USA_NY-PRL-2021_0406_00A02	2021-04-02
hCoV-19_USA_NY-PRL-2021_0413_00D01	2021-04-10
hCoV-19_USA_NY-PRL-2021_0416_00M10	2021-04-14
hCoV-19_USA_MT-CDC-IBX698484351891	2021-03-17
hCoV-19_USA_NJ-CDC-STM-000048678	2021-03-31
hCoV-19_USA_NJ-CDC-IBX614603272870	2021-03-25
hCoV-19_USA_NY-PRL-2021_0412_02C06	2021-04-09
hCoV-19_USA_HI-H211603	2021-03-18
hCoV-19_USA_CT-JAX-JAX000945	2021-04-09
hCoV-19_USA_NY-PRL-2021_03_15_00G03	2021-03-12
hCoV-19_USA_NY-PRL-2021_0409_00I04	2021-04-07
hCoV-19_USA_CT-Yale-2710	2021-03-21
hCoV-19_USA_NY-PRL-2021_0413_00M17	2021-04-12
hCoV-19_USA_CT-CDC-LC0040577	2021-04-05
hCoV-19_USA_CT-Yale-3120	2021-03-25
hCoV-19_USA_CT-CDC-LC0041150	2021-04-08
hCoV-19_USA_CT-CDCBI-CRSP_01428	2021-03-12
hCoV-19_USA_CT-Yale-2521	2021-03-12
hCoV-19_USA_CT-JAX-J000044	2021-02-12
hCoV-19_USA_CT-JAX-JAX000226	2021-03-10
hCoV-19_USA_CT-Yale-2503	2021-03-12
hCoV-19_USA_CT-Yale-2504	2021-03-12
hCoV-19_USA_CT-JAX-JAX000290	2021-03-10
hCoV-19_USA_CT-Yale-2158	2021-03-09
hCoV-19_USA_NY-NYULH390	2021-02-11
hCoV-19_USA_CT-Yale-2178	2021-03-07
hCoV-19_USA_NJ-CDC-ASC210010824	2021-03-18
hCoV-19_USA_NY-PRL-2021_0405_01F17	2021-04-03
hCoV-19_USA_CT-CDC-LC0040857	2021-04-07
hCoV-19_Ireland_KY-NVRL-e85IRL96094	2021-02-17
hCoV-19_USA_CT-JAX-JAX000152	2021-03-01
hCoV-19_USA_NY-Wadsworth-21022368-01	2021-02-04
hCoV-19_USA_NY-PRL-2021_03_29_01K19	2021-03-24
hCoV-19_USA_NJ-CDC-LC0036344	2021-03-26
hCoV-19_USA_NY-PRL-2021_0407_00B12	2021-04-06
hCoV-19_USA_CT-JAX-JAX000804	2021-04-08
hCoV-19_USA_CT-Yale-2432	2021-03-09
